Product Name ,Product Cost,feedback ,Link,Product_Img_Link,Details
"Dabur Germ Protection Shampoo for Flake Free Scalp, Upto 99.99% Germ Protection  (640 ml)",416.0,"This is just a value of money. A good deal on an Affordable price with nice composition and branded product. And of course handled and delivered with care by flipcart and the deliverer. :- Nice product package is too good but it gets leaked outside please just don't do it again. Nice product, good package thank u , thanks a lot and good offer, value for money than other all shops. Thank u. :- Awsome shampoo very smooth ness my hair thanks flipkart",,,"Do you want to ensure that you have a clean & moisturized scalp ? Try Dabur Vatika Germ Protection Shampoo - with the Goodness of Sattposhan. It contains 7 Natural Ingredients - Neem, Aloe Vera, Lemon, Methi, Rosemary, Tea Tree & Almond to give you up to 99.9% Germ Protection, and a moisturized, flake free scalpApplied For	Nourishment & Moisturization
Hair Type	All Hair Types
Container Type	Dispenser
Ideal For	Men & Women
pack_of	1Nourishment & Moisturization Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
TRICHUP Healthy Long & Strong Natural Shampoo 200 ml  (200 ml),254.4,Good :- Best shampoo :- Good,,,"Natural cleaning process makes it gentle enough for everyday use::India's first shampoo made From ""Real Beer""::5 in 1 conditioning gives you 5 times more conditioned hair with proteins and natural bio-actives of barley and hops::Hops & yeast in beer helps to alleviate dandruff and reduces itchiness of scalp. All types of shampoos are giving you best result for all types of hair problem all shampoo are best for you. Nourish your scalp with the moisturizing goodness of real natural effect softens and cleanses your hair leaving it healthier with every wash. Giving Long Strongest & Best Hair .giving You All Problems Free Hair Afte Use This ShampooApplied For	Split-ends, Nourishment & Moisturization, Scalp Cleansing
Hair Type	All Hair Types
Composition	Aqua / Water / Eau, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Sodium Lauryl Sulfate, Olea Europaea (Olive) Fruit Oil, Parfum (Fragrance), Methylchloroisothiazolinone, Methylisothiazolinone, Magnesium Chloride, Magnesium Nitrate, Disodium Edta, Sodium Hydroxide, Citric Acid, D&C Green 5 (Ci 61570), Fd & C Yellow 5 (Ci 19140), Fd & C Yellow 6 (Ci 15985), D&C Red 33 (Ci 17200)
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	indiaSplit-ends, Nourishment & Moisturization, Scalp Cleansing Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Aqua / Water / Eau, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Sodium Lauryl Sulfate, Olea Europaea (Olive) Fruit Oil, Parfum (Fragrance), Methylchloroisothiazolinone, Methylisothiazolinone, Magnesium Chloride, Magnesium Nitrate, Disodium Edta, Sodium Hydroxide, Citric Acid, D&C Green 5 (Ci 61570), Fd & C Yellow 5 (Ci 19140), Fd & C Yellow 6 (Ci 15985), D&C Red 33 (Ci 17200)"
HIMALAYA Gentle Daily Care Protein Shampoo with Chickpea 200ml Each  (400 ml),464.0,Very nice product product quality is very good 👍👍 :- Nice product :- Love it.,,,"Himalaya's Gentle Daily Care Protein Shampoo has a mild formulation for those who lead an active life, requiring frequent shampooing. Enriched with natural proteins, it gently cleanses and provides the necessary nourishment to hair. Himalaya's Gentle Daily Care Protein Shampoo keeps your hair soft, smooth and healthy.With the Extracts of protein-rich herbs like Chickpea and Amla, it helps provide nourishment to your hair while Licorice known to condition hair.Applied For	Damage Repair, Deep Conditioning, Daily Care, Dryness Care, Anti-dandruff, Nourishment & Moisturization, Anti-hair Fall
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	2Damage Repair, Deep Conditioning, Daily Care, Dryness Care, Anti-dandruff, Nourishment & Moisturization, Anti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
Kesh King Ayurvedic HairFall Expert|Reduce HairFall|Aloe & 21 Ayurvedic Herbs  (1000 ml),512.0,"I am reviewing it only after one use so i can not say anything about its effect on hair .....but literally it is a nice shampoo , it makes my hair very soft after use ... i m change my review after a month or two that how much it effect on my hair....smells good but somewhat hard :- Nice shampoo ,Free from chemicals Delivery is also too good It help to prevent hairfall I'm using it from 1 years Must buy it .Such a nice shampoo in budget also ..♥️ :- First of all I would like to say that it is a big size bottle for this price. Secondly it coated pretty well and after I rinsed off, my hair became so soft and smooth which I couldn't believe can happen with my hair without a conditioner. Thirdly it gives tremendous volume to the hair. And last and most important point that is, the hairfall part , as I have just started using it so I shall update after some weeks about it. The only con that I have found is that to manage or to set the hair b...",,,"Kesh King Scalp and Hair Medicine Anti-Hairfall Shampoo is a unique and potent ayurvedic formula, filled with the goodness of Aloe and 21 Ayurvedic Herbs which reduces hairfall, and makes hair silky, shiny and smoothApplied For	Anti-hair Fall
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaAnti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
Kesh King Scalp and Hair Medicine Ayurvedic Hairfall Expert Anti-Dandruff Shampoo  (1000 ml),606.4,Uff  I am so happy this product shukria shukria apka Flipkart very fast delivery 🚚 thanks 👍 you. World The best shopping app Flipkart my fvrt shopping app luv uhh flpkrt :- It is as normal as other shampoo. I do not see any difference in hair-fall. :- GOOD PRODUCT 💯,,,"Kesh King Ayurvedic Anti-Dandruff Shampoo has a unique and potent ayurvedic formula that is filled with the goodness of Curd Active and 21 Ayurvedic Herbs.  It reduces hairfall and provides up to 100% dandruff free hair & scalp. It soothes itchy scalp and nourises & leaves hair soft and smooth.Applied For	Anti-dandruff
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Anti-dandruff Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
HIMALAYA ANTI-HAIR FALL SHAMPOO 700ML  (700 ml),862.4000000000001,Love himalaya products :- Good :- Good,,,"ANTI-HAIR FALL SHAMPOO IS SPECIALLY FORMULATED WITH THE GOODNESS OF BOTANICAL EXTRACTS.IT HELPS REDUCE EXCESS HAIR FALL AND PROVIDES NOURISHMENT TO HAIR.FORTIFIED WITH HERNAL INGREDIENTS,OUR SHAMPOO ARE EFFECTIVE AND GENTLE,LEAVING YOUR HAIR BEAUTIFUL AND HEALTHY.Applied For	Anti-hair Fall
Hair Type	All Hair Types
Composition	AQUA, BUTEA FRONDOSA FLOWER EXTRACT
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaAnti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: AQUA, BUTEA FRONDOSA FLOWER EXTRACT"
"PANTENE Advanced Hairfall Solution, Anti-Hairfall Silky Smooth Shampoo  (1 L)",888.0,"i am in a habit of finding the best suitable shampoo for my hair.. i love them moisturised always. And i decided to go for this, once. And i was so amazed from the 1st wash itself. Its a bit strong shampoo, so it takes out oil from your hair very nicely and my hair is left soft silky and moisturised at-least till 3 daz or even 4. I will surely stick to this for a long time. :) :- this shampoo is super cool.it does not do anything for ur hairfall and dandruff but makes ur hair very soft n shiny :- A best product to serve your hair with well treatment and good shine . It keeps your hair healthy and increase in growth is seen soon.I liked it very much and want it to be followed .THANKYOU",,,"The new Pantene advanced hair fall solution silky smooth care shampoo combines the age-old anti-hair fall secret of fermented rice water with the revolutionary science of pro-v formula. It strengthens your hair from root to tip and reduces hair fall for more open hair days. This formula fights roughness and controls frizz to give smooth and manageable hair. The new Pantene advanced hair fall solution also provides protection against hair breakage and styling damage. For everyday use, try it with the Pantene advanced hair fall solution conditioner and open hair miracle and experience more open hair days. Against styling damage vs non-conditioning shampoo due to breakage.Applied For	Anti-dandruff
Hair Type	All Hair Types
Composition	NA
Container Type	Dispenser
Ideal For	Men & Women
pack_of	1Anti-dandruff Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: NA"
"PANTENE Advanced Hairfall Solution, Anti-Hairfall Shampoo  (650 ml)",942.4000000000001,"Nothing was leaked.. Well packed by the seller. Also good a got deal on ₹224. Mrp is 395. Satisfied by the flipkart plus. :- so good product price of good market price Flipkart price so good thank you Flipkart :- I loved this new formula totallyThis shampoo z very mild, and made my hair freakingly soft and shiny. M in love wid pantene new formula 😍",,,"Pantene advanced hair fall solution hair fall control shampoo combines the age-old anti-hair fall secret of fermented rice water with the revolutionary science of pro-v formula. It strengthens your hair from root to tip and reduces hair fall for more open hair days. The new Pantene advanced hair fall solution also provides protection against hair breakage and styling damage. For everyday use, try it with the Pantene advanced hair fall solution conditioner and open hair miracle and experience more open hair days. Against styling damage vs non-conditioning shampoo due to breakage.Applied For	Anti-dandruff
Hair Type	All Hair Types
Composition	NA
Container Type	Dispenser
Ideal For	Men & Women
pack_of	1Anti-dandruff Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: NA"
BIOTIQUE Green Apple Shampoo 650ml *1  (650 ml),680.0,"Good packaging. Quality as expected. :- Very worst packing I lost more than 300ml of shampoo :- Not good experience.After one use my scalp became dry,also it increase hairfal and dandruff.it dose not deserve even a single star.😡😡😡😡",,,"Green Apple Shampoo with advanced ayurveda. This refreshing formula is blended with pure green apple extract, sea algae and centella, to purify and nourish the scalp and hair with natural minerals and proteins. Special pH balanced formula is gentle enough to use every day. Leaves hair refreshed and full of natural body and shine.Applied For	Daily Care
Hair Type	Normal Hair
Composition	Green Apple
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Daily Care Shampoo Ideal For: Men & Women Suitable For: Normal Hair Composition: Green Apple"
Kesh King Damage Repair Shampoo| Reduces hairfall|No Paraben & No Silicon  (600 ml),489.6,Good product. Packaging is too large😂😂. :- I HAVE GOT THE PRODUCT TODAY.THIS QUALITY IS VERY GOOD EVEN I EXPECTEDHIGHLY RECOMMENDEDFRAGRANCE IS VERY SWEETAND IT IS GOOD FOR CAREING YOUR HAIR....... 👍👍👍👍 :- Good,,,"Emami Kesh King Scalp and Hair Medicine Ayurvedic Hairfall Expert Damage Repair Shampoo This unique and potent ayurvedic formula is filled with the goodness of Milk Protein and 21 Ayurvedic Herbs. This reduces hairfall, repairs hair damage due to heat and chemical treatment from the very 1st wash and makes hair silky, shiny and smooth. It nourishes hair from the roots and leaves your hair visibly beautiful and strong. With Milk Protein & 21 Ayurvedic Herbs. Reduces Hairfall. Reverses Damage due to heat and chemical treat+C45ment from the very 1st wash. Leaves you with soft, smooth and lustrous hair. Nourishes hair from roots, leaving hair visibly beautiful and strong.Applied For	Anti-hair Fall, Damage Repair, Dryness Care, Hair Shine, Nourishment & Moisturization, Scalp Cleansing, Straightening & Smoothening
Hair Type	All Hair Types
Composition	Each 10ml contains extract of: Aloe barbadensis (Aloe vera/ Ghritkumari) Lf., Terminalia chebula (Haritaki) Fr., Terminalia belerica (Bibhitaka) Fr., Symplocos racemosa (Lodhra) St.Bk. 25.75 mg each, Emblica officinalis (Amla) Dr.Fr. 51.50 mg, Ocimum sanctum (Tulasi) Wh.Pl. 15.45 mg, Acacia concinna (Shikakai) Pod., Eclipta alba (Bhringaraja) Wh.Pl., Bacopa monnieri (Brahmi) Wh.Pl., Rubia cordifolia (Manjistha) Rt., Nardostachys jatamansi (Jatamansi) Rz., Zizyphus mauritiana (Badari/Kola) Lf., Lawsonia inermis (Henna) Lf., Mesua ferrea (Naga kesara) Fl., Cyperus rotundus (Musta) Rz., Trigonella foenum graecum (Methi) Sd., Centella asiatica (Mandukparni) Wh.pl., Tribulus terrestris (Goksura) Fr. 10.30 mg each, Azadirachta indica (Neem) Lf. 11.33 mg; Pongamia pinnata (Karanja) seed oil 1.03 mg, Rosmarinus officinalis (Rosemary) leaf oil 0.01mg; Sugandhit dravya. 
Excipients: Base q.s. Preservatives: DMDM Hydantoin, Methylchloroisothiazolinone (and) Methylisothiazolinone
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaAnti-hair Fall, Damage Repair, Dryness Care, Hair Shine, Nourishment & Moisturization, Scalp Cleansing, Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Each 10ml contains extract of: Aloe barbadensis (Aloe vera/ Ghritkumari) Lf., Terminalia chebula (Haritaki) Fr., Terminalia belerica (Bibhitaka) Fr., Symplocos racemosa (Lodhra) St.Bk. 25.75 mg each, Emblica officinalis (Amla) Dr.Fr. 51.50 mg, Ocimum sanctum (Tulasi) Wh.Pl. 15.45 mg, Acacia concinna (Shikakai) Pod., Eclipta alba (Bhringaraja) Wh.Pl., Bacopa monnieri (Brahmi) Wh.Pl., Rubia cordifolia (Manjistha) Rt., Nardostachys jatamansi (Jatamansi) Rz., Zizyphus mauritiana (Badari/Kola) Lf., Lawsonia inermis (Henna) Lf., Mesua ferrea (Naga kesara) Fl., Cyperus rotundus (Musta) Rz., Trigonella foenum graecum (Methi) Sd., Centella asiatica (Mandukparni) Wh.pl., Tribulus terrestris (Goksura) Fr. 10.30 mg each, Azadirachta indica (Neem) Lf. 11.33 mg; Pongamia pinnata (Karanja) seed oil 1.03 mg, Rosmarinus officinalis (Rosemary) leaf oil 0.01mg; Sugandhit dravya. 
Excipients: Base q.s. Preservatives: DMDM Hydantoin, Methylchloroisothiazolinone (and) Methylisothiazolinone"
KESUDA Amla Alovera Premium shampoo for better hair care  (400 ml),358.40000000000003,"Excellent and effective product for me ,very good composition, effect on hair is best, good alovera fragrance,stop my hairfall :- This product is 100% genuine  i can feel it , it give proper during 2 month , very  very good adorable product :- Superb daily care shampoo, super fast delivery I have big problem for dandruff and dryness ,this product resolve with in three month , first time I used this product and it give perfect result",,,"""KESUDA Conditioning shampoos are formulated to provide the dual benefit of a shampoo as well as conditioner. It is a sophisticated hair care product, which has a shampoo and conditioner in one. In general, using a conditioning shampoo before adding a separate conditioner help provide optimal relief for ultra dry scalp and hair. KESUDA Conditioning shampoos condition from within while cleaning and nourishing your hair. Modern day, conditioning shampoos are formulated by experts with a perfect balance of chemicals and natural ingredients like Aloevera, Amla and shikakai. Unlike other shampoos, Conditioning shampoos have proved to be extremely good for dry hair as they add to the natural oil supply and gives dry hair, shine as well as strength.""Applied For	Anti-dandruff, Anti-hair Fall, Color Protection, Daily Care, Damage Repair, Deep Conditioning, Dryness Care, Frizz Control, Hair Shine, Hair Volumizing, Nourishment & Moisturization, Restore & Renew, Scalp Cleansing, Softening & Silkening, Split-ends, Straightening & Smoothening
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	2
Country of Origin	indiaAnti-dandruff, Anti-hair Fall, Color Protection, Daily Care, Damage Repair, Deep Conditioning, Dryness Care, Frizz Control, Hair Shine, Hair Volumizing, Nourishment & Moisturization, Restore & Renew, Scalp Cleansing, Softening & Silkening, Split-ends, Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
"BIOLAGE SMOOTHPROOF Shampoo for Frizzy Hair, Controls Frizz, Vegan & No Added Parabens  (200 ml)",360.0,This purchase was after I saw a beauty vlogger gave her review which made me curious to try this out and surely I am so happy that I found a perfect shampoo for my frizzy and flyaway....this shampoo works perfect with the conditioner and surely recommend this for anyone who are struggling with frizzy hair and flyaway....these are my experience with the shampoo and might work differently for different people. For me its good !! :- ❤️❤️ my hair make smooth n soft it's really work 👍 :- As a curly hair girl i personally love this shampoo. If you want frizz free hair or if you are someone who has done any kind of hair treatments then definitely go for this product. Thanks to the seller and flipkart :),,,"Powered by exotic, humidity resistant Camellia flower. Paraben free shampoo that covers hair in a nourishing shield to provide frizz control and smoothness. Gives perfectly smooth, frizz-free hair for upto 72 hours When using the system of SMOOTHPROOF shampoo, conditioner and serum vs. a non-conditioning shampoo.  How to use - Apply to wet hair with a gentle massaging motion. Lather well. Rinse the hair, for best results follow up with a SMOOTHPROOF conditioner.Applied For	Frizz Control
Hair Type	Frizzy Hair
Composition	Camellia Flower
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Frizz Control Shampoo Ideal For: Men & Women Suitable For: Frizzy Hair Composition: Camellia Flower"
Dr. Batra's Dandruff Cleansing Shampoo Pack of 2  (100 ml),196.8,More hair fall with regular usage :- I got exactly the same product which I once purchased from batras clinic. Happy with the deal. :- Good product,,,"The richness of Thuja deep-cleanses the scalp effectively yet gently. Key ingredient: Thuja Benefits: 1. Thuja controls hair loss and keeps hair clean, lustrous, free from flakes, and itching. ... Cleanses hair by balancing ideal pH level 6.5 and treats scalp with all the gentle care it deserves.Applied For	Daily Care
Hair Type	All Hair Types
Composition	Ingredients: On Tag
Container Type	Plastic Bottle
Ideal For	Women
pack_of	2Daily Care Shampoo Ideal For: Women Suitable For: All Hair Types Formulated For: Damaged Hair Composition: Ingredients: On Tag"
"Truthsome Hair Strengthening Onion Shampoo, Strengthens & Nourishes hair  (300 ml)",478.40000000000003,"Awesome product.try it. Makes hair so strong and silky as well :- Works good. Really effective!Would recommend for everyone, :- This shampoo is have a good fragrance of onion and have good impact on my hairs. Liked it",,,"In the new era, where pollution is increasing, the hair strands tend to become weaker and with the traditional products, it is difficult to bring back the strength. Your hair strength is revived with Truthsome shampoo. Truthsome Hair Strengthening shampoo nourishes your tired scalp. It strengthens weak & damaged hair for every hair type. For best results, use 2-3 times a week. Suitable for both men and women, its transparent formulation is enriched with potent ingredients like Onion, Oat, Flax seed, Coconut milk, Grapefruit & Pro-vitamin B5.Applied For	Split-ends
Hair Type	All Hair Types
Ideal For	Men & WomenSplit-ends Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
KERATINE PROFESSIONAL Smoothing Sulphate Free Shampoo  (500 ml),1000.0,very very Excellent product :- Very nice :- Best smoothing shampoo,,,"Keratine Smoothing Shampoo smooth straight is a Professional hair care line formulated to help control and smooth chemically straighened hair. Enriched with herbal extract to help damaged hair. The formula with new cell perfector technology it help protect, condition and moisturize for healthy looking, silky shiny hair and restore the inner structure for natural strength & elasticity. After care to complete keratin & smoothening treatment. This shampoo increases life of keratin smoothening treatment. An exclusive blend of lush proteins to strengthen and softness of the hair. Special ingredients, vitamins & minerals enhances hair strength & youthful looks.Applied For	Straightening & Smoothening
Hair Type	All Hair Types
Composition	Smooth
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Smooth"
"WOW SKIN SCIENCE Apple Cider Vinegar No Parabens & Sulphate Shampoo, 1000mL  (1 L)",849.6,"I have been using this product since Jan, 2021. Trust me my hair fall has drastically reduced. And it's effect is instant. Then I suggested my elder sister to use this. She was having severe hair fall and within 10-15 days she got the result. Her hair fall also reduced. Though it's not properly work for dandruff but this is the best product one can use to control hair fall. I love this shampoo and I am never gonna change it. Thank you Wow and Flipkart :- It's authentic and really good. Also it's a great deal when it comes to the price and quantity. You get 1000ml of product for half the price.Very happy with my purchase. :- Doesn't clean hair properly despite multiple washes. Leaves hair dirty and oily, feels like haven't washed hair only. Also only after 2 days, hair feel like haven't washed for like 2 weeks. Very bad shampoo. Doesn't do the one thing its supposed to do, clean hair.",,,"Powered with 100% pure, unfiltered and unpasteurized Apple Cider Vinegar, Sweet Almond Oil and Argan Oil; it helps gently detoxify the hair & scalp by clearing up the buildups caused by dust, pollution, dead scalp cells and styling products. WOW Skin Science Apple Cider Vinegar Shampoo does not contain any harmful chemicals like Sulphates or Parabens.Applied For	Straightening & Smoothening
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaStraightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
"Spantra Tea Tree Hair Shampoo for Repairs Damaged Hair, Controls Dandruff and Hairfall, Paraben and Sulphate Free, 300ml Hair Shampoo, Suitable for All Hair Type  (300 ml)",318.40000000000003,Everything is not good 😊. And mainly irritated by the bottle nipple . It's pumping motion is failed.  Difficult to take shampoo form inside. No tee tree oil 🌲! Only Lyzol liquid 🤗 :- Good for dandruff :- Perfect product,,,"SPANTRA Tea Tree Shampoo fights dandruff and itchiness. Encourages hair growth by helping to unclog hair follicles and nourish the roots. Also helps to reduces hair fall, keeps the scalps clean and healthy. Tea tree is the first and greatest recommendation when it comes to the skin health. The scalp health decides the quality of your hair and spantra hair care products with tea tree is savior for you.	Spantra has a perfect cure solution for your hair where tea tree works as eexcellent cleaning agent. Antimicrobial properties of tea tree helps in fighting all bacteria,fungi and viruses accumulated in your hair and scalpfrom the polluted environment.Applied For	Nourishment & Moisturization, Anti-hair Fall, Damage Repair, Hair Shine, Restore & Renew
Hair Type	All Hair Types
Composition	Enriched with Tea Tree, Amla-Shikaki, Aloe Vera, Neem & Vitamin E helps in restoring shine to hair and reducing dryness, scalp strengthens hair scalp and follicles which makes mane grow thicker and longer.
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaNourishment & Moisturization, Anti-hair Fall, Damage Repair, Hair Shine, Restore & Renew Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Enriched with Tea Tree, Amla-Shikaki, Aloe Vera, Neem & Vitamin E helps in restoring shine to hair and reducing dryness, scalp strengthens hair scalp and follicles which makes mane grow thicker and longer."
Hajamat 2-in-1 Beard & Face Wash| Intense Oud| Paraben & Sulphate Free| Infused with extracts of Argan & Tea Tree Oil| 100 Ml| Made in India (100 ml)  (100 ml),358.40000000000003,It not only cleanses the beard but also provides hydration and nourishment nourishment to it. My son using from last 15 days.,,,"The hair on your face is not the same as the hair on your head. Facial hair requires a specialized grooming regimen. Hajamat Beard & Face Wash caters to the unique requirement of beard, no matter the length. Beard & Face Wash is expertly designed to soothe, soften and relieve the itch. So whether it's short and scruffy or long and glorious, your beard will always look and feel its best. Grow a beard to be proud of.Applied For	Nourishment & Moisturization
Hair Type	All Hair Types
Composition	Argan Oil, Tea Tree Oil, Neem Extracts, Aloe Vera
Container Type	Plastic Bottle
Ideal For	Men
pack_of	1
Country of Origin	IndiaNourishment & Moisturization Shampoo Ideal For: Men Suitable For: All Hair Types Composition: Argan Oil, Tea Tree Oil, Neem Extracts, Aloe Vera"
Kesh King Ayurvedic HairFall Expert|Reduce HairFall|Aloe & 21 Ayurvedic Herbs  (1000 ml),512.0,"I am reviewing it only after one use so i can not say anything about its effect on hair .....but literally it is a nice shampoo , it makes my hair very soft after use ... i m change my review after a month or two that how much it effect on my hair....smells good but somewhat hard :- Nice shampoo ,Free from chemicals Delivery is also too good It help to prevent hairfall I'm using it from 1 years Must buy it .Such a nice shampoo in budget also ..♥️ :- First of all I would like to say that it is a big size bottle for this price. Secondly it coated pretty well and after I rinsed off, my hair became so soft and smooth which I couldn't believe can happen with my hair without a conditioner. Thirdly it gives tremendous volume to the hair. And last and most important point that is, the hairfall part , as I have just started using it so I shall update after some weeks about it. The only con that I have found is that to manage or to set the hair b...",,,"Kesh King Scalp and Hair Medicine Anti-Hairfall Shampoo is a unique and potent ayurvedic formula, filled with the goodness of Aloe and 21 Ayurvedic Herbs which reduces hairfall, and makes hair silky, shiny and smoothApplied For	Anti-hair Fall
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaAnti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
"GLOBUS NATURALS Tea Tree Daily Purifying Shampoo For Dandruff Prone Hair, Itchy & Oily Scalp Enriched with Bhringraj, Amla,Aloevera|No Parabens| No Sulphate  (250 ml)",312.0,Nice product,,,"This gentle, purifying and refreshing shampoo, enriched with organic Tea Tree oil & Aloevera gently cleanses the hair and scalp leaving it instantly revitalised, fresh and hydrated. It provides an invigorating effect while soothing and moisturising the scalp. Globus Tea Tree shampoo is ideal for both normal and oily hair and scalp types. Special pH balanced formula is gentle enough to use everyday.Applied For	Anti-dandruff, Scalp Cleansing, Hair Volumizing, Anti-hair Fall, Daily Care
Hair Type	All Hair Types
Composition	Tea Tree Bhringraj, Amla,Aloevera
Container Type	Plastic Bottle
Ideal For	Men & WomenAnti-dandruff, Scalp Cleansing, Hair Volumizing, Anti-hair Fall, Daily Care Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Tea Tree Bhringraj, Amla,Aloevera"
The Unbottle Co Intelligent Anti-Dandruff Shampoo Proven To Fight Dandruff  (200 ml),257.6,"I like this shampoo. I use 1 weak and i get best results. I recommend you to try this product. :- This shampoo is really good, helps to treat dandruff which was my main concern and also reduce hairfall. Just go for it. :- Super shampoo 💜💜",,,"Hi! Im Tuco Hairtelligent, Proven to Fight Anti-Dandruff Shampoo. Why Hairtelligent? Firstly, because I have 4 sets of super-botanicals - 2 to treat dandruff and 2 to prevent its recurrence. So no harsh chemicals, just good old fashioned natural botanicals! Secondly, because I am packaged in 100% recycled ragpicker plastic. So every bottle you buy from us - you remove 17 grams of plastic from a landfill. My super-botanicals to treat dandruff are Wintergreen and Ginger. I also have Activated Charcoal and Mint to prevent the recurrence of dandruff and keep your hair healthy and silky. I have antifungal and antimicrobial properties which help exfoliate dead scalp cells and improve scalp health. Oh, and did I mention that Im sulphate, paraben and phthalate free?Applied For	Scalp Cleansing
Hair Type	Normal to Oily Hair
Container Type	Plastic Bottle
Ideal For	Men & WomenScalp Cleansing Shampoo Ideal For: Men & Women Suitable For: Normal to Oily Hair"
KHADI NATURAL Amla & Bhringraj Hair Cleanser/Shampoo - SLS & Paraben Free (Pack of 2)  (420 ml),558.4,"The item is not good.. it was expired. And I cannot return this order also..this product having bubble and smell was very bad.. just wasted my money :- Natural :- I use this product from the last week of June, And the result was amazing, now slowly dandruff control and hitch kichahat also control",,,"Amla & Bhringraj Shampoo Has Best Ayurvedic Scalp And Hair Cleansing Herbs & Oils Which Results In Complete Hair Care. It Is Beneficial For All Types Of Hair And Treats Thin, Rough & Oily Hair. It Is Enriched With Powerful Ingredients Like Amla, Bhringraj & Reetha Results In Healthy, Shiny & Silky Hair.Applied For	Scalp Cleansing
Hair Type	All Hair Types
Composition	Purified Water, Reetha (Sapindus Mukurossi), Aloevera Ext (Aloe Barbadensis), Amla Ext (Emblica Officinalis), Bhringraj Ext (Eclipta Alba), Haridika (Terminalia Bellerica), Neem Oil (Azadirachta Indica)
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	2
Country of Origin	IndiaScalp Cleansing Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Purified Water, Reetha (Sapindus Mukurossi), Aloevera Ext (Aloe Barbadensis), Amla Ext (Emblica Officinalis), Bhringraj Ext (Eclipta Alba), Haridika (Terminalia Bellerica), Neem Oil (Azadirachta Indica)"
