ProductsName,Product Cost,Feedbacks,Link,Product_Img_Link,Details
Forest Essentials Hair Cleanser Bhringraj & Shikakai Shampoo for Hair Fall & Dandruff  (50 ml),680.0,Good.. 😊,,,"Forest Essentials Bhringraj and Shikakai Hair Cleanser is an ideal solution that controls hair thinning, breakage and promotes regrowth. Bhringraj improves hair growth and reduces hair fall. Shikakai infusion and liquorice contain micronutrients that help to reduce dandruff.   This potent Ayurvedic preparation effectively cleanses the scalp and hair, without stripping the natural oils. It nourishes the scalp to control hair thinning and breakage, while stimulating growth of new hair. It helps to control dandruff and soothes the scalp. Free from chemicals, parabens and petrochemicals. Eco-friendly packaging.Applied For	Anti-dandruff, Anti-hair Fall, Restore & Renew, Scalp Cleansing
Hair Type	All Hair Types
Composition	Bhringraj,Shikakai,Reetha,Coconut milk
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Anti-dandruff, Anti-hair Fall, Restore & Renew, Scalp Cleansing Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Bhringraj,Shikakai,Reetha,Coconut milk"
HIMALAYA Gentle Daily Care Protein Shampoo with Chickpea 200ml Each  (400 ml),464.0,Very nice product product quality is very good 👍👍 :- Nice product :- Love it.,,,"Himalaya's Gentle Daily Care Protein Shampoo has a mild formulation for those who lead an active life, requiring frequent shampooing. Enriched with natural proteins, it gently cleanses and provides the necessary nourishment to hair. Himalaya's Gentle Daily Care Protein Shampoo keeps your hair soft, smooth and healthy.With the Extracts of protein-rich herbs like Chickpea and Amla, it helps provide nourishment to your hair while Licorice known to condition hair.Applied For	Damage Repair, Deep Conditioning, Daily Care, Dryness Care, Anti-dandruff, Nourishment & Moisturization, Anti-hair Fall
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	2Damage Repair, Deep Conditioning, Daily Care, Dryness Care, Anti-dandruff, Nourishment & Moisturization, Anti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
HIMALAYA ANTI-HAIR FALL SHAMPOO 700ML  (700 ml),862.4000000000001,Love himalaya products :- Good :- Good,,,"ANTI-HAIR FALL SHAMPOO IS SPECIALLY FORMULATED WITH THE GOODNESS OF BOTANICAL EXTRACTS.IT HELPS REDUCE EXCESS HAIR FALL AND PROVIDES NOURISHMENT TO HAIR.FORTIFIED WITH HERNAL INGREDIENTS,OUR SHAMPOO ARE EFFECTIVE AND GENTLE,LEAVING YOUR HAIR BEAUTIFUL AND HEALTHY.Applied For	Anti-hair Fall
Hair Type	All Hair Types
Composition	AQUA, BUTEA FRONDOSA FLOWER EXTRACT
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaAnti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: AQUA, BUTEA FRONDOSA FLOWER EXTRACT"
KERATINE PROFESSIONAL Smoothing Sulphate Free Shampoo  (500 ml),1000.0,very very Excellent product :- Very nice :- Best smoothing shampoo,,,"Keratine Smoothing Shampoo smooth straight is a Professional hair care line formulated to help control and smooth chemically straighened hair. Enriched with herbal extract to help damaged hair. The formula with new cell perfector technology it help protect, condition and moisturize for healthy looking, silky shiny hair and restore the inner structure for natural strength & elasticity. After care to complete keratin & smoothening treatment. This shampoo increases life of keratin smoothening treatment. An exclusive blend of lush proteins to strengthen and softness of the hair. Special ingredients, vitamins & minerals enhances hair strength & youthful looks.Applied For	Straightening & Smoothening
Hair Type	All Hair Types
Composition	Smooth
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Smooth"
"GLOBUS NATURALS Tea Tree Daily Purifying Shampoo For Dandruff Prone Hair, Itchy & Oily Scalp Enriched with Bhringraj, Amla,Aloevera|No Parabens| No Sulphate  (250 ml)",312.0,Nice product,,,"This gentle, purifying and refreshing shampoo, enriched with organic Tea Tree oil & Aloevera gently cleanses the hair and scalp leaving it instantly revitalised, fresh and hydrated. It provides an invigorating effect while soothing and moisturising the scalp. Globus Tea Tree shampoo is ideal for both normal and oily hair and scalp types. Special pH balanced formula is gentle enough to use everyday.Applied For	Anti-dandruff, Scalp Cleansing, Hair Volumizing, Anti-hair Fall, Daily Care
Hair Type	All Hair Types
Composition	Tea Tree Bhringraj, Amla,Aloevera
Container Type	Plastic Bottle
Ideal For	Men & WomenAnti-dandruff, Scalp Cleansing, Hair Volumizing, Anti-hair Fall, Daily Care Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Tea Tree Bhringraj, Amla,Aloevera"
Phillauri Hair Combo | Onion Shampoo + Onion Hair Conditioner + Onion Hair Growth Oil (3 Items in the set)  (3 Items in the set),444.8,"Super nice 🙂 :- Better product :- Same product and this is my first review, second review after used product thanks Flipkart",https://www.flipkart.com/phillauri-hair-combo-onion-shampoo-conditioner-growth-oil-3-items-set/p/itmfb11e265171ec?pid=CBKGGR3MSHM585R4&lid=LSTCBKGGR3MSHM585R4BIKJ1W&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&otracker=search&fm=organic&iid=en_6so881l4oRYKhvXcafEzDeAtLxbNhwhKUCyJpk%2Fo4WdeBZgupMDOSmR3IHJzDKS%2FOa8gQQCigZiNyYqV46rPWA%3D%3D&ppt=None&ppn=None&ssid=k1e4nfh44g0000001687547468355&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/n/f/z/hair-combo-onion-shampoo-onion-hair-conditioner-onion-hair-original-imagp7ytgp8ed2yj.jpeg?q=70,"Get strong and lustrous hair with PHILLAURI Ultimate Onion Oil Hair Kit. This kit contains Onion Oil Shampoo, Onion Oil Conditioner and Onion Hair Oil which helps to revive your tired scalp and hair. Red onion extract, black seed oil aid in rejuvenating tired scalp and weak hair. This red onion extract and black seed oil infused in the shampoo, conditioner & hair oil improves circulation to the scalp and roots. The ultimate kit works on your hair to cleanse away buildup and improve quality of strands. It helps to give strong, lustrous hair and keep it healthy. It aids in moisturizing the scalp and helps nourish the roots. Contains no parabens, sulphates, color or silicones and helps to deliver maximum benefit.Model Number	PHH_BS_S300_C300_H100_PK1
Sales Package	300ml Onion Shampoo, 300ml Onion Conditioner, 100ml Onion Hair oil
Ideal For	Men & Women
Type	Hair Care Combo
Net Quantity	3Pack of: 3 For: Men & Women Includes Hair Care Combo Organic Product"
Phillauri Adivasi Ayurvedic Jadibuti ( Hair Oil + Shampoo + Conditioner) Combo  (3 Items in the set),276.8,The Quality is way better than what I expected. :- Product is 👍 :- Good for daily usage of the product. I loved it so much.,https://www.flipkart.com/phillauri-adivasi-ayurvedic-jadibuti-hair-oil-shampoo-conditioner-combo/p/itm00e5c79a7536c?pid=CBKGN4C5KENX8GJF&lid=LSTCBKGN4C5KENX8GJFEEL1UV&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_1_34&otracker=search&fm=organic&iid=cbab97db-f109-465c-88fb-c6768bfc520c.CBKGN4C5KENX8GJF.SEARCH&ppt=None&ppn=None&ssid=3olicevav40000001687547470323&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/t/c/2/adivasi-ayurvedic-jadibuti-hair-oil-shampoo-conditioner-combo-3-original-imagn4c4befjgxyq.jpeg?q=70,"Phillauri Adivasi Hair Combo Get strong and lustrous hair with Ultimate Onion Oil Hair Kit. This kit contains Onion Oil Shampoo, Onion Oil Conditioner and Onion Hair Oil which helps to revive your tired scalp and hair. Red onion extract, black seed oil aid in rejuvenating tired scalp and weak hair. This red onion extract and black seed oil infused in the shampoo, conditioner & hair oil improves circulation to the scalp and roots. The ultimate kit works on your hair to cleanse away buildup and improve quality of strands. It helps to give strong, lustrous hair and keep it healthy. It aids in moisturizing the scalp and helps nourish the roots. Contains no parabens, sulphates, color or silicones and helps to deliver maximum benefit.Model Number	PH_ADI_TRIPUTI_100_PK1
Sales Package	Adivasi hair oil 100ml, Adivasi hair Shampoo 100ml, Adivasi hair Conditioner 100ml
Ideal For	Men & Women
Type	Hair Care Combo
Net Quantity	3Pack of: 3 For: Men & Women Includes Hair Care Combo Organic Product"
nandurba Red Onion Black Seed Ultimate Hair Care Kit(Hair Oil + Shampoo + Conditioner)  (800 ml),878.4000000000001,Very very nice product always okay. Onion oil onion shampoo onion conditioner ok good product. :- Its so good product for hair :- Good rusult,https://www.flipkart.com/nandurba-red-onion-black-seed-ultimate-hair-care-kit-hair-oil-shampoo-conditioner/p/itma56bf82082f6f?pid=SMPGFT3RBZZSMVEP&lid=LSTSMPGFT3RBZZSMVEPGQO5H2&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_2_70&otracker=search&fm=organic&iid=69963757-d76f-4f13-b40c-4fcad56e6fc4.SMPGFT3RBZZSMVEP.SEARCH&ppt=None&ppn=None&ssid=gpawtp7kdc0000001687547471935&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/shampoo/1/m/7/800-red-onion-black-seed-ultimate-hair-care-kit-hair-oil-shampoo-original-imaggvmgxp6zfczs.jpeg?q=70,"Nandurba Red Onion Black Seed Oil Ultimate Hair Care Kit Buy this exciting combo Pack Because Shampoo, conditioner and Hair Oil help fight against the five visible signs of damaged hair - Hair fall, dryness, roughness, dullness and split ends without weighing it down. Damaged hair can lack the natural cement which keeps the hair strong and resilient. Red onion extract, black seed oil aid in rejuvenating tired scalp and weak hair. This red onion extract and black seed oil infused in the shampoo, conditioner & hair oilApplied For	Anti-dandruff, Anti-hair Fall, Damage Repair, Hair Shine, Hair Volumizing, Nourishment & Moisturization, Scalp Cleansing, Softening & Silkening
Hair Type	All Hair Types
Composition	Black Seed Oniion, Jojoba Oil, Olive Oil, Castor Oil, Lavender Oil, Almond Oil, Kalonji Oil
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	3Anti-dandruff, Anti-hair Fall, Damage Repair, Hair Shine, Hair Volumizing, Nourishment & Moisturization, Scalp Cleansing, Softening & Silkening Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Black Seed Oniion, Jojoba Oil, Olive Oil, Castor Oil, Lavender Oil, Almond Oil, Kalonji Oil"
KESUDA Red Onion Black Seed Shampoo With Conditioner Can for Hair Growth  (1 L),542.4,This product is very effective and good result,https://www.flipkart.com/kesuda-red-onion-black-seed-shampoo-conditioner-can-hair-growth/p/itmc3395078c1e7d?pid=SMPGDF9AYGHQUMJU&lid=LSTSMPGDF9AYGHQUMJU4TNHOD&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_3_100&otracker=search&fm=organic&iid=18b41998-e057-4ce7-9333-5e04a7387be2.SMPGDF9AYGHQUMJU.SEARCH&ppt=None&ppn=None&ssid=txrijb2low0000001687547473255&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/l1zc6fk0/shampoo/p/g/d/1-red-onion-black-seed-shampoo-with-conditioner-can-for-hair-original-imagdf99mrpd8qma.jpeg?q=70,"KESUDA Conditioning shampoos are formulated to provide the dual benefit of a shampoo as well as conditioner. It is a sophisticated hair care product, which has a shampoo and conditioner in one. In general, using a conditioning shampoo before adding a separate conditioner help provide optimal relief for ultra dry scalp and hair.    KESUDA Conditioning shampoos condition from within while cleaning and nourishing your hair. Modern day, conditioning shampoos are formulated by experts with a perfect balance of chemicals and natural. Unlike other shampoos, Conditioning shampoos have proved to be extremely good for dry hair as they add to the natural oil supply and gives dry hair, shine as well as strength.Applied For	Anti-dandruff, Anti-hair Fall, Color Protection, Daily Care, Damage Repair, Deep Conditioning, Dryness Care, Frizz Control, Hair Shine, Hair Volumizing, Nourishment & Moisturization, Restore & Renew, Scalp Cleansing, Softening & Silkening, Split-ends, Straightening & Smoothening
Hair Type	All Hair Types
Composition	SLES,cocoaminopropyl betain,cocodiethanolamine,polyquaternium-7,methaylchorisothiazoline and methylchorisothiazolinone,CDEA,CABP,onion extract,black seed extract, DM Water, Preservative, Perfumed & Fast Green FCF C.I. 42053
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaAnti-dandruff, Anti-hair Fall, Color Protection, Daily Care, Damage Repair, Deep Conditioning, Dryness Care, Frizz Control, Hair Shine, Hair Volumizing, Nourishment & Moisturization, Restore & Renew, Scalp Cleansing, Softening & Silkening, Split-ends, Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: SLES,cocoaminopropyl betain,cocodiethanolamine,polyquaternium-7,methaylchorisothiazoline and methylchorisothiazolinone,CDEA,CABP,onion extract,black seed extract, DM Water, Preservative, Perfumed & Fast Green FCF C.I. 42053"
"Trycone Onion Hair Growth Oil, Onion Shampoo and Onion Conditioner, Combo Pack of 3 – 600 Ml  (3 Items in the set)",1446.4,Good product nd really smells so good it doesn't feel like it is onion oil but it is really :- It's ok :- Good,https://www.flipkart.com/trycone-onion-hair-growth-oil-shampoo-conditioner-combo-pack-3-600-ml/p/itm9e92113681bf2?pid=CBKFZXUNAZCG2PVG&lid=LSTCBKFZXUNAZCG2PVGIDGZNY&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_4_130&otracker=search&fm=organic&iid=0b8986a3-499f-4e22-806d-fc1a9fcacb76.CBKFZXUNAZCG2PVG.SEARCH&ppt=None&ppn=None&ssid=73co89s6eo0000001687547474620&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kkmwr680/combo-kit/6/r/5/onion-hair-growth-oil-onion-shampoo-and-onion-conditioner-combo-original-imafzxumsurnygff.jpeg?q=70,"Trycone Onion hair growth products are blend of Natural Oils and Herbs like Red Onion Oil, Coconut oil, Sunflower Oil, Vitamin E, Castor Oil, Argan Oil, Jojoba Oil, Extracts of Amla, Reetha, Brahmi , Bhringraj, Hibiscus,Methi, Curry Leaves, Ginger, Aloe Vera, Mango Butter, Shea Butter, Sandalwood Oil and Rose Oil. Onions are rich in Sulfar which minimize breakage and helps in hair growth. And also contains Vitamins A, C, E and B-complex. Its anti-bacterial, anti-inflammatory, and antiseptic properties nourish hair follicles and restores nutrients. It also fights dandruff, promotes hair growth, increases strength and volume, reduces grey hair and protects against damage. And gives your hair a healthy shine , which can become permanent when used regularly.Model Number	Tr__one_2
Sales Package	1 Onion Oil, 1 Onion Shampoo, 1 Onion Conditioner
Ideal For	Men & Women
Type	Hair Care Combo
Country of Origin	India
Net Quantity	3Pack of: 3 For: Men & Women Includes Hair Care Combo"
"Soulflower Apple Cider Vinegar Pro-Vitamin B5 Shampoo & Apple Cider Vinegar Pro-Vitamin B5 Conditioner, with Almond, Cocunut & Kalonji OIl, for Repairt & Revive Weak Hair, Thin Damage Hair, Dry & Frizzy Hair, Hair Fall Control, Hair Volumizing, Restores Shine, Scalp Treatment of Dry Hair, 100% Premium & Pure, Natural, Free from SLS, Paraben & Sulphate  (550 ml)",1091.2,Good for daily use. :- Good :- Awsm ❤️,https://www.flipkart.com/soulflower-apple-cider-vinegar-pro-vitamin-b5-shampoo-conditioner-almond-cocunut-kalonji-oil-repairt-revive-weak-hair-thin-damage-dry-frizzy-hair-fall-control-volumizing-restores-shine-scalp-treatment-100-premium-pure-natural-free-sls-paraben-sulphate/p/itm40fba986c2509?pid=HTTG6HUH46JBZHMZ&lid=LSTHTTG6HUH46JBZHMZRYR3YL&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_4_156&otracker=search&fm=organic&iid=0b8986a3-499f-4e22-806d-fc1a9fcacb76.HTTG6HUH46JBZHMZ.SEARCH&ppt=None&ppn=None&ssid=73co89s6eo0000001687547474620&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/l3hmwsw0/hair-treatment/n/t/5/550-apple-cider-vinegar-pro-vitamin-b5-shampoo-apple-cider-original-imagehe8w4nd7yca.jpeg?q=70,"Naturally derived Pro-Vitamin B5, Apple Cider, Oils Of Almond, Kalonji & more for nourishing & detoxifying & balancing pH of hair.  Clinically Tested. Free from SLS, Silicones, Parabens, Mineral Oil & Dyes. Handcrafted using traditional Ayurvedic methods.Model Name	Apple Cider Vinegar Pro-Vitamin B5 Shampoo & Apple Cider Vinegar Pro-Vitamin B5 Conditioner, with Almond, Cocunut & Kalonji OIl, for Repairt & Revive Weak Hair, Thin Damage Hair, Dry & Frizzy Hair, Hair Fall Control, Hair Volumizing, Restores Shine, Scalp Treatment of Dry Hair, 100% Premium & Pure, Natural, Free from SLS, Paraben & Sulphate
Sales Package	2 Bottles of Shampoo & Conditioner Each
Quantity	550 ml
Pack of	2
Professional Care	Yes
Gift Pack	No
Organic	Yes
Applied For	Anti-dandruff, Anti-hair Fall, Daily Care, Damage Repair, Deep Conditioning, Frizz Control, Hair Volumizing, Nourishment & Moisturization, Split-ends, Straightening & Smoothening
Hair Condition	Damaged Hair, Chemically Treated Hair, Colored Hair, Permed Hair
Country of Origin	India
Net Quantity	550 mlFor: Damaged Hair, Chemically Treated Hair, Colored Hair, Permed Hair For Men & Women Type: Anti Dandruff, Condition Hair, Nourish Scalp, Hair Strengthening, Boost Hair Growth, Dry Scalp, Friss Quantity: 550 ml Sulfate Free"
HEAD & SHOULDERS 2 in 1 Anti Dandruff Shampoo+Conditioner Smooth & Silky - Ranveer Singh Special Edition Pack  (680),1340.8000000000002,Good quality hai no. 1 :- Very bad quality product.And promote to hair fall. :- Good quality product,https://www.flipkart.com/head-shoulders-2-1-anti-dandruff-shampoo-conditioner-smooth-silky-ranveer-singh-special-pack/p/itm5f452f6744820?pid=CBKG6GGDAGG7CHHZ&lid=LSTCBKG6GGDAGG7CHHZOXARPI&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_5_163&otracker=search&fm=organic&iid=c709a18a-02a1-44f5-892f-75229daab7b6.CBKG6GGDAGG7CHHZ.SEARCH&ppt=None&ppn=None&ssid=kgvipesd0g0000001687547476024&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/e/k/q/2-in-1-smooth-and-silky-anti-dandruff-shampoo-conditioner-for-original-imaghekzgcrfnsgs.jpeg?q=70,"For the first time in India, the Head and Shoulders, 2-in-1 range is specially formulated to have all the dandruff fighting power you expect, while combining the benefits of both shampoo and conditioner in one bottle. It makes your hair upto 100% dandruff free and surprisingly smooth.Applied For	Anti-dandruff
Hair Type	All Hair Types
Ideal For	Men & WomenAnti-dandruff Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
Dr. Batra's hair oil shampoo conditioner  (3 Items in the set),446.4,Bed product :- Thank you :- Nice product..,https://www.flipkart.com/dr-batra-s-hair-oil-shampoo-conditioner/p/itm863e8cc7fb61a?pid=CBKFZ3HCGHS4PZNR&lid=LSTCBKFZ3HCGHS4PZNRUQUN3O&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_5_180&otracker=search&fm=organic&iid=c709a18a-02a1-44f5-892f-75229daab7b6.CBKFZ3HCGHS4PZNR.SEARCH&ppt=None&ppn=None&ssid=kgvipesd0g0000001687547476024&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/a/x/q/-original-imagqefk5xcwyefu.jpeg?q=70,"DR BATRA Conditioner Enriched with Amla for Strong and Nourishing Hair. Promotes Hair Growth By Unclogging Hair Follicle And Is A Good Conditioner. The richness of Thuja deep-cleanses the scalp effectively yet gently. Key ingredient: Thuja Benefits: 1. Thuja controls hair loss and keeps hair clean, lustrous, free from flakes, and itching. 2. Balances oil production of scalp by improving blood circulation. 3. Cleanses hair by balancing ideal pH level 6.5 and treats scalp with all the gentle care it deserves.Model Number	hair care kit
Sales Package	hair oil 1, hair shampoo 1, 1 hair conditioner
Ideal For	Women
Type	Hair Care Combo
Net Quantity	3Pack of: 3 For: Women Includes Hair Care Combo Organic Product"
KESUDA Red Onion Black Seed Shampoo With Conditioner  (1 L),556.8000000000001,"Wastage of money, thickness and smell is not good. Wow is a better option than this. :- Product is very good ☺️ l am very happy to this product 😊",https://www.flipkart.com/kesuda-red-onion-black-seed-shampoo-conditioner/p/itm8498adfd1ab08?pid=SMPGDFC7YH5BHCET&lid=LSTSMPGDFC7YH5BHCET9DG5DV&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_5_195&otracker=search&fm=organic&iid=c709a18a-02a1-44f5-892f-75229daab7b6.SMPGDFC7YH5BHCET.SEARCH&ppt=None&ppn=None&ssid=kgvipesd0g0000001687547476024&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/l1zc6fk0/shampoo/s/6/n/1-red-onion-black-seed-shampoo-with-conditioner-kesuda-original-imagdfc6pagnakxw.jpeg?q=70,"KESUDA Conditioning shampoos are formulated to provide the dual benefit of a shampoo as well as conditioner. It is a sophisticated hair care product, which has a shampoo and conditioner in one. In general, using a conditioning shampoo before adding a separate conditioner help provide optimal relief for ultra dry scalp and hair.    KESUDA Conditioning shampoos condition from within while cleaning and nourishing your hair. Modern day, conditioning shampoos are formulated by experts with a perfect balance of chemicals and natural. Unlike other shampoos, Conditioning shampoos have proved to be extremely good for dry hair as they add to the natural oil supply and gives dry hair, shine as well as strength.Applied For	Anti-dandruff, Anti-hair Fall, Color Protection, Daily Care, Damage Repair, Deep Conditioning, Dryness Care, Frizz Control, Hair Shine, Hair Volumizing, Nourishment & Moisturization, Restore & Renew, Scalp Cleansing, Softening & Silkening, Split-ends, Straightening & Smoothening
Hair Type	All Hair Types
Composition	SLES,cocoaminopropyl betain,cocodiethanolamine,polyquaternium-7,methaylchorisothiazoline and methylchorisothiazolinone,CDEA,CABP,onion extract,black seed extract, DM Water, Preservative, Perfumed & Fast Green FCF C.I. 42053
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaAnti-dandruff, Anti-hair Fall, Color Protection, Daily Care, Damage Repair, Deep Conditioning, Dryness Care, Frizz Control, Hair Shine, Hair Volumizing, Nourishment & Moisturization, Restore & Renew, Scalp Cleansing, Softening & Silkening, Split-ends, Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: SLES,cocoaminopropyl betain,cocodiethanolamine,polyquaternium-7,methaylchorisothiazoline and methylchorisothiazolinone,CDEA,CABP,onion extract,black seed extract, DM Water, Preservative, Perfumed & Fast Green FCF C.I. 42053"
GLOBUS NATURALS Onion Ultimate Hair Care Kit (Hair Oil + Shampoo + Conditioner) Hair Growth & Hair Fall Control  (3 Items in the set),456.0,Good 👍 👍 :- Ok :- Good,https://www.flipkart.com/globus-naturals-onion-ultimate-hair-care-kit-hair-oil-shampoo-conditioner-growth-fall-control/p/itm1fcdcd14ad1e6?pid=CBKGKFPUYKBZNFGQ&lid=LSTCBKGKFPUYKBZNFGQFPAC6C&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_6_210&otracker=search&fm=organic&iid=8729276c-0f50-4474-ab9a-578b5e358781.CBKGKFPUYKBZNFGQ.SEARCH&ppt=None&ppn=None&ssid=lgle13sjxc0000001687547477443&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/shopsy-combo-kit/8/j/b/onion-ultimate-hair-care-kit-hair-oil-shampoo-conditioner-300-original-imagjemkfzerhndd.jpeg?q=70,"Globus Naturals Ultimate Hair Care Kit  is a natural & organic blend of precious herbs that helps with all kinds of hair problems. Red Onion is a great source of Sulfur which helps in eliminating dandruff and promotes healthy scalp conditions. Get strong and lustrous hair with Globus Ultimate Hair Care Kit . Globus Ultimate Hair Care Kit  can provide extra sulfur to support strong & thick hair, thus reducing hair loss and promoting hair growth. It helps in increasing blood supply to hair follicles, which in turn improves hair growth. Scalp infections can lead to massive hair fall, with potent antibacterial properties, Hair Fall Rescue kit keeps your scalp and hair both healthy and infection free. It helps to give strong, lustrous hair and keep it healthy.Model Number	300ml
Sales Package	1 Globus Onion Oil, 1 Globus Onion Shampoo, 1 Globus Onion Conditioner
Ideal For	Men & Women
Type	Hair Care Combo
Ingredient Type	Natural
Net Quantity	3Pack of: 3 For: Men & Women Includes Hair Care Combo Organic Product"
La'Decus Onion Hair Care Kit With Onion Black Seed Hair Oil + Conditioner + Shampoo For Hair Growth With Anti Dandruff And Damage Control Properties Combo Kit Pack Of 600Ml  (3 Items in the set),1152.0,"The product is good, gives volume and softness to hair. :- Very nice good product :- Sprb product ❤️",https://www.flipkart.com/la-decus-onion-hair-care-kit-black-seed-oil-conditioner-shampoo-growth-anti-dandruff-damage-control-properties-combo-pack-600ml/p/itme4afea403f289?pid=CBKG2S5CNTAFMHFR&lid=LSTCBKG2S5CNTAFMHFRSNOSID&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_6_224&otracker=search&fm=organic&iid=8729276c-0f50-4474-ab9a-578b5e358781.CBKG2S5CNTAFMHFR.SEARCH&ppt=None&ppn=None&ssid=lgle13sjxc0000001687547477443&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/3/s/3/-original-imagmgzhpzfzbz5g.jpeg?q=70,"La'Decus Onion Hair Care kit Combo consist of Red Onion Shampoo 200 ml, Onion Blackseed Conditioner 200 ml and Onion Black Seed Hair Oil 200 ml. This all products are free from Parabens, SLS, Mineral Oil and Colour.Model Number	Onion hair Kit
Sales Package	1 Red Onion Shampoo::1 Onion Blackseed Conditioner::1 Onion Blackseed Hair Oil
Ideal For	Men & Women
Type	Hair Care Combo
Gift Pack	No
Ingredient Type	Herbal
Country of Origin	India
Net Quantity	3Pack of: 3 For: Men & Women Includes Hair Care Combo Organic Product"
DRIDDLE New Onion Anti hair fall Shampoo & Conditioner Combo  (2 Items in the set),526.4,Very nice product.... Easy buy fast delivery  in time... :- ...good,https://www.flipkart.com/driddle-new-onion-anti-hair-fall-shampoo-conditioner-combo/p/itm248e224b9ae7f?pid=CBKGFB49U3NUDHZ3&lid=LSTCBKGFB49U3NUDHZ3HMSO61&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_7_249&otracker=search&fm=organic&iid=0d626a42-58d4-4a59-9efd-573b1e69ce38.CBKGFB49U3NUDHZ3.SEARCH&ppt=None&ppn=None&ssid=jiqp5c0s4w0000001687547478732&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/l4ei1e80/combo-kit/i/w/z/new-onion-anti-hair-fall-shampoo-conditioner-combo-2-drdl0013-original-imagfb48b7rhbpkh.jpeg?q=70,"Driddle Onion Shampoo & Conditioner  ensures healthy scalp and form a natural preventative against the dandruff and flaking. Red onion extract, black seed oil aid in rejuvenating tired scalp and weak hair. This red onion extract and black seed oil infused in the shampoo, conditioner  improves circulation to the scalp and roots.Model Number	DRDL0013
Sales Package	1 Shampoo :: 1 Conditioner
Ideal For	Men & Women
Type	Hair Care Combo
Net Quantity	2Pack of: 2 For: Men & Women Includes Hair Care Combo"
